央卫频道,#genre#
言官有本,http://45.192.97.170:8880/play/1332.m3u8
电影冷知识,http://45.192.97.170:8880/play/1333.m3u8
蔡恩雨Priscilla,http://45.192.97.170:8880/play/1334.m3u8
香菜碎碎念鸭,http://45.192.97.170:8880/play/1335.m3u8
邸生,http://45.192.97.170:8880/play/1336.m3u8
我是瓜皮儿本人a,http://45.192.97.170:8880/play/1337.m3u8
小浅说电影,http://45.192.97.170:8880/play/1338.m3u8
是纯洁上校,http://45.192.97.170:8880/play/1339.m3u8
冷君聊大片,http://45.192.97.170:8880/play/1340.m3u8
佛曰影视,http://45.192.97.170:8880/play/1341.m3u8
灵佑奇谈,http://45.192.97.170:8880/play/1342.m3u8
飞行员欧文讲故事,http://45.192.97.170:8880/play/1343.m3u8
OooOlivia奥莉蕉,http://45.192.97.170:8880/play/1344.m3u8
Rabbit每日爆料,http://45.192.97.170:8880/play/1345.m3u8
萱草丶daylily,http://45.192.97.170:8880/play/1346.m3u8
倓张TanZ,http://45.192.97.170:8880/play/1347.m3u8
情感测试小分队,http://45.192.97.170:8880/play/1348.m3u8
小刚学长o,http://45.192.97.170:8880/play/1349.m3u8
鲁过一世,http://45.192.97.170:8880/play/1350.m3u8
大帅比陈雅楠,http://45.192.97.170:8880/play/1351.m3u8
数据库saber,http://45.192.97.170:8880/play/1352.m3u8
柠柠柠萌菌,http://45.192.97.170:8880/play/1353.m3u8
看个M啊,http://45.192.97.170:8880/play/1354.m3u8
训练师十六,http://45.192.97.170:8880/play/1355.m3u8
马小跳在这儿,http://45.192.97.170:8880/play/1356.m3u8
杰克大魔王V,http://45.192.97.170:8880/play/1357.m3u8
龙哥盘电影,http://45.192.97.170:8880/play/1358.m3u8
李会长街溜子,http://45.192.97.170:8880/play/1359.m3u8
田浅浅w,http://45.192.97.170:8880/play/1360.m3u8
TSSS映画,http://45.192.97.170:8880/play/1361.m3u8
搞笑孟文明,http://45.192.97.170:8880/play/1362.m3u8
梓帆说电影,http://45.192.97.170:8880/play/1363.m3u8
鲤环姬Lee,http://45.192.97.170:8880/play/1364.m3u8
丛林工程师,http://45.192.97.170:8880/play/1365.m3u8
赤焰男孩,http://45.192.97.170:8880/play/1366.m3u8
乡间大路上,http://45.192.97.170:8880/play/1367.m3u8
老王追剧吧,http://45.192.97.170:8880/play/1368.m3u8
可乐家的老骑士,http://45.192.97.170:8880/play/1369.m3u8
海王尼加拉,http://45.192.97.170:8880/play/1370.m3u8
一朵老香菇解说,http://45.192.97.170:8880/play/1371.m3u8
二胖影视,http://45.192.97.170:8880/play/1372.m3u8
乌拉吖有剧,http://45.192.97.170:8880/play/1373.m3u8
台球帝,http://45.192.97.170:8880/play/1374.m3u8
咕噜咕噜剧,http://45.192.97.170:8880/play/1375.m3u8
农氏野钓,http://45.192.97.170:8880/play/1376.m3u8
老段带你钓青鱼,http://45.192.97.170:8880/play/1377.m3u8
同同电影,http://45.192.97.170:8880/play/1378.m3u8
正宗吔汁吔树牌,http://45.192.97.170:8880/play/1379.m3u8
见世君V,http://45.192.97.170:8880/play/1380.m3u8
我是怪异君V,http://45.192.97.170:8880/play/1381.m3u8
开箱嘤嘤怪,http://45.192.97.170:8880/play/1382.m3u8
开心逛剧场,http://45.192.97.170:8880/play/1383.m3u8
京城笑工坊,http://45.192.97.170:8880/play/1384.m3u8
剧燃有趣,http://45.192.97.170:8880/play/1385.m3u8
说笑武林,http://45.192.97.170:8880/play/1386.m3u8
喜人电影,http://45.192.97.170:8880/play/1387.m3u8
立秋动画,http://45.192.97.170:8880/play/1388.m3u8
漫尼动画,http://45.192.97.170:8880/play/1389.m3u8
唐人探影,http://45.192.97.170:8880/play/1390.m3u8
天才霸总的狐崽崽,http://45.192.97.170:8880/play/1391.m3u8
高能恐怖片段君,http://45.192.97.170:8880/play/1392.m3u8
巅峰球迷会,http://45.192.97.170:8880/play/1393.m3u8
小木鱼de妈妈,http://45.192.97.170:8880/play/1394.m3u8
斗鱼恐怖游戏合集,http://45.192.97.170:8880/play/1395.m3u8
崽崽撩电影,http://45.192.97.170:8880/play/1396.m3u8
山里记,http://45.192.97.170:8880/play/1397.m3u8
八月看大片,http://45.192.97.170:8880/play/1398.m3u8
竹内亮导演,http://45.192.97.170:8880/play/1399.m3u8
大蓝雀,http://45.192.97.170:8880/play/1400.m3u8
胶片看电影,http://45.192.97.170:8880/play/1401.m3u8
阿福ThomasV,http://45.192.97.170:8880/play/1402.m3u8
怪事屋,http://45.192.97.170:8880/play/1403.m3u8
书岳钓鱼,http://45.192.97.170:8880/play/1404.m3u8
宇宙无敌韩三金,http://45.192.97.170:8880/play/1405.m3u8
哈利影视,http://45.192.97.170:8880/play/1406.m3u8
Fatal飞雪,http://45.192.97.170:8880/play/1407.m3u8
娱乐新番,http://45.192.97.170:8880/play/1408.m3u8
追寻那解不开的问题,http://45.192.97.170:8880/play/1409.m3u8
世界纪录大全,http://45.192.97.170:8880/play/1410.m3u8
鸡哥聊电影,http://45.192.97.170:8880/play/1411.m3u8
民工小代,http://45.192.97.170:8880/play/1412.m3u8
不二真探,http://45.192.97.170:8880/play/1413.m3u8
小侠来了,http://45.192.97.170:8880/play/1414.m3u8
只关于篮球的只老师,http://45.192.97.170:8880/play/1415.m3u8
瑟克斯潘克斯,http://45.192.97.170:8880/play/1416.m3u8
米粒儿动漫,http://45.192.97.170:8880/play/1417.m3u8
目及WATCHER,http://45.192.97.170:8880/play/1418.m3u8
我叫孙火旺,http://45.192.97.170:8880/play/1419.m3u8
28岁电影,http://45.192.97.170:8880/play/1420.m3u8
草泥泥影院,http://45.192.97.170:8880/play/1421.m3u8
果冻lui,http://45.192.97.170:8880/play/1422.m3u8
fans圈娱乐,http://45.192.97.170:8880/play/1423.m3u8
民间高手show,http://45.192.97.170:8880/play/1424.m3u8
熊猫电影,http://45.192.97.170:8880/play/1425.m3u8
晓麦讲电影,http://45.192.97.170:8880/play/1426.m3u8
拳击大王,http://45.192.97.170:8880/play/1427.m3u8
罗叔说戏,http://45.192.97.170:8880/play/1428.m3u8
尽整没用D,http://45.192.97.170:8880/play/1429.m3u8
张宇394795,http://45.192.97.170:8880/play/1430.m3u8
天才简史,http://45.192.97.170:8880/play/1431.m3u8
羽羊朩夂一,http://45.192.97.170:8880/play/1432.m3u8
KyoKyo不是QQ,http://45.192.97.170:8880/play/1433.m3u8
内蒙卡秋,http://45.192.97.170:8880/play/1434.m3u8
户外老曹,http://45.192.97.170:8880/play/1435.m3u8
探奇录,http://45.192.97.170:8880/play/1436.m3u8
探秘者大正,http://45.192.97.170:8880/play/1437.m3u8
淼漫迷,http://45.192.97.170:8880/play/1438.m3u8
侃片黑菠萝,http://45.192.97.170:8880/play/1439.m3u8
9iota,http://45.192.97.170:8880/play/1440.m3u8
去种田的向凹凸,http://45.192.97.170:8880/play/1441.m3u8
童乐说电影,http://45.192.97.170:8880/play/1442.m3u8
指缝里看电影,http://45.192.97.170:8880/play/1443.m3u8
动画大师姐,http://45.192.97.170:8880/play/1444.m3u8
五分钟电影汇,http://45.192.97.170:8880/play/1445.m3u8
夏利俊EWE路亚,http://45.192.97.170:8880/play/1446.m3u8
影视集装箱,http://45.192.97.170:8880/play/1447.m3u8
珞珞说电影,http://45.192.97.170:8880/play/1448.m3u8
西施撩电影,http://45.192.97.170:8880/play/1449.m3u8
国际吸猫协会,http://45.192.97.170:8880/play/1450.m3u8
管哥视频,http://45.192.97.170:8880/play/1451.m3u8
柠檬檬檬儿vlog,http://45.192.97.170:8880/play/1452.m3u8
海森堡事件录,http://45.192.97.170:8880/play/1453.m3u8
负担亡魂,http://45.192.97.170:8880/play/1454.m3u8
灯泡兄弟影游谈,http://45.192.97.170:8880/play/1455.m3u8
狂野的种马小说家,http://45.192.97.170:8880/play/1456.m3u8
纳豆奶奶666,http://45.192.97.170:8880/play/1457.m3u8
卡皮君本人,http://45.192.97.170:8880/play/1458.m3u8
董王老登,http://45.192.97.170:8880/play/1459.m3u8
阿成漫漫看,http://45.192.97.170:8880/play/1460.m3u8
喵妹说电影,http://45.192.97.170:8880/play/1461.m3u8
朔涵君,http://45.192.97.170:8880/play/1462.m3u8
龙视开心麻花街,http://45.192.97.170:8880/play/1463.m3u8
科学放映室,http://45.192.97.170:8880/play/1464.m3u8
四叶草影视,http://45.192.97.170:8880/play/1465.m3u8
神烦xp,http://45.192.97.170:8880/play/1466.m3u8
不思异剧场,http://45.192.97.170:8880/play/1467.m3u8
菠萝说电影,http://45.192.97.170:8880/play/1468.m3u8
周六野Zoey,http://45.192.97.170:8880/play/1469.m3u8
篮球小人物,http://45.192.97.170:8880/play/1470.m3u8
mad葉月Mashiro灬,http://45.192.97.170:8880/play/1471.m3u8
莫扎金,http://45.192.97.170:8880/play/1472.m3u8
贰哥电影,http://45.192.97.170:8880/play/1473.m3u8
说说电影故事,http://45.192.97.170:8880/play/1474.m3u8
娱乐扒叔,http://45.192.97.170:8880/play/1475.m3u8
野生岛民,http://45.192.97.170:8880/play/1476.m3u8
我是YOLO啊,http://45.192.97.170:8880/play/1477.m3u8
小岛讲电影,http://45.192.97.170:8880/play/1478.m3u8
阿忙赶海,http://45.192.97.170:8880/play/1479.m3u8
搞笑动漫大本营,http://45.192.97.170:8880/play/1480.m3u8
大笑影院,http://45.192.97.170:8880/play/1481.m3u8
LOUIS樱,http://45.192.97.170:8880/play/1482.m3u8
和猫住丶,http://45.192.97.170:8880/play/1483.m3u8
懂懂1234,http://45.192.97.170:8880/play/1484.m3u8
博然讲电影,http://45.192.97.170:8880/play/1485.m3u8
笑笑笑团长,http://45.192.97.170:8880/play/1486.m3u8
小红在农村,http://45.192.97.170:8880/play/1487.m3u8
胖段段fre,http://45.192.97.170:8880/play/1488.m3u8
荒野动物园,http://45.192.97.170:8880/play/1489.m3u8
风云I人物志,http://45.192.97.170:8880/play/1490.m3u8
昆仑决KLF,http://45.192.97.170:8880/play/1491.m3u8
村野趣事荟,http://45.192.97.170:8880/play/1492.m3u8
我是吃泡面看电影,http://45.192.97.170:8880/play/1493.m3u8
大熊观影,http://45.192.97.170:8880/play/1494.m3u8
麦绿素dustdream,http://45.192.97.170:8880/play/1495.m3u8
沉郁观影,http://45.192.97.170:8880/play/1496.m3u8
Psyman塞门,http://45.192.97.170:8880/play/1497.m3u8
小儛电影嘚啵嘚,http://45.192.97.170:8880/play/1498.m3u8
看不见的罗杰,http://45.192.97.170:8880/play/1499.m3u8
17号说动漫,http://45.192.97.170:8880/play/1500.m3u8
凤起青云,http://45.192.97.170:8880/play/1501.m3u8
萌宠妙妙屋,http://45.192.97.170:8880/play/1502.m3u8
阿松撩剧,http://45.192.97.170:8880/play/1503.m3u8
MordonFreeman是谁,http://45.192.97.170:8880/play/1504.m3u8
网友咸几几,http://45.192.97.170:8880/play/1505.m3u8
跟着盟哥去探秘,http://45.192.97.170:8880/play/1506.m3u8
同行渔猎笔记,http://45.192.97.170:8880/play/1507.m3u8
小乔讲电影,http://45.192.97.170:8880/play/1508.m3u8
蓝星人一ET,http://45.192.97.170:8880/play/1509.m3u8
少女娜娜酱,http://45.192.97.170:8880/play/1510.m3u8
三七电影V,http://45.192.97.170:8880/play/1511.m3u8
一只魔玩,http://45.192.97.170:8880/play/1512.m3u8
老人家小熊猫君,http://45.192.97.170:8880/play/1513.m3u8
唐司令说电影,http://45.192.97.170:8880/play/1514.m3u8
画渣花小烙,http://45.192.97.170:8880/play/1515.m3u8
流心影者,http://45.192.97.170:8880/play/1516.m3u8
OE档案,http://45.192.97.170:8880/play/1517.m3u8
喵来啦V,http://45.192.97.170:8880/play/1518.m3u8
听wo姐说,http://45.192.97.170:8880/play/1519.m3u8
多多其木格,http://45.192.97.170:8880/play/1520.m3u8
曹小灵比比叨,http://45.192.97.170:8880/play/1521.m3u8
周队长captain,http://45.192.97.170:8880/play/1522.m3u8
荒野建筑指南,http://45.192.97.170:8880/play/1523.m3u8
屿风体育,http://45.192.97.170:8880/play/1524.m3u8
甜粉粉的旅人呀,http://45.192.97.170:8880/play/1525.m3u8
屁屁鸭家族LOVE,http://45.192.97.170:8880/play/1526.m3u8
夏日幻听MCE,http://45.192.97.170:8880/play/1527.m3u8
雨忆动漫,http://45.192.97.170:8880/play/1528.m3u8
云襄白羽,http://45.192.97.170:8880/play/1529.m3u8
一颗糖糖canddy,http://45.192.97.170:8880/play/1530.m3u8
无际电影,http://45.192.97.170:8880/play/1531.m3u8
夜与白鲸V,http://45.192.97.170:8880/play/1532.m3u8
野格影视,http://45.192.97.170:8880/play/1533.m3u8
剧透大爆炸,http://45.192.97.170:8880/play/1534.m3u8
压力洋哥,http://45.192.97.170:8880/play/1535.m3u8
已知艺术家漫画解说,http://45.192.97.170:8880/play/1536.m3u8
瓦岗寨主坑爹李,http://45.192.97.170:8880/play/1537.m3u8
话很多的小姐姐们,http://45.192.97.170:8880/play/1538.m3u8
电影漩涡,http://45.192.97.170:8880/play/1539.m3u8
大趴电影院,http://45.192.97.170:8880/play/1540.m3u8
竹儿公公,http://45.192.97.170:8880/play/1541.m3u8
豆客解说,http://45.192.97.170:8880/play/1542.m3u8
托尔兹桃花剑,http://45.192.97.170:8880/play/1543.m3u8
秀才侃娱乐,http://45.192.97.170:8880/play/1544.m3u8
霹雳舞大叔,http://45.192.97.170:8880/play/1545.m3u8
猫叔说电影,http://45.192.97.170:8880/play/1546.m3u8
动漫唯美風,http://45.192.97.170:8880/play/1547.m3u8
电影轮播,#genre#
短剧陈翔六点半,http://45.192.97.170:8880/play/1548.m3u8
埋堆堆楚汉骄雄,http://45.192.97.170:8880/play/1549.m3u8
埋堆堆封神榜,http://45.192.97.170:8880/play/1550.m3u8
埋堆堆天地争霸美猴王,http://45.192.97.170:8880/play/1551.m3u8
埋堆堆大唐双龙传,http://45.192.97.170:8880/play/1552.m3u8
埋堆堆陀枪师姐,http://45.192.97.170:8880/play/1553.m3u8
埋堆堆扫黄先锋,http://45.192.97.170:8880/play/1554.m3u8
埋堆堆妙手仁心,http://45.192.97.170:8880/play/1555.m3u8
埋堆堆野蛮亲家,http://45.192.97.170:8880/play/1556.m3u8
埋堆堆笑看风云,http://45.192.97.170:8880/play/1557.m3u8
埋堆堆韦小宝,http://45.192.97.170:8880/play/1558.m3u8
埋堆堆雪山飞狐,http://45.192.97.170:8880/play/1559.m3u8
周星驰专场,http://45.192.97.170:8880/play/1560.m3u8
李连杰专场,http://45.192.97.170:8880/play/1561.m3u8
刘德华专场,http://45.192.97.170:8880/play/1562.m3u8
林正英专场,http://45.192.97.170:8880/play/1563.m3u8
甄子丹专场,http://45.192.97.170:8880/play/1564.m3u8
沈腾专场,http://45.192.97.170:8880/play/1565.m3u8
黄渤专场,http://45.192.97.170:8880/play/1566.m3u8
周润发专场,http://45.192.97.170:8880/play/1567.m3u8
成龙专场,http://45.192.97.170:8880/play/1568.m3u8
古天乐专场,http://45.192.97.170:8880/play/1569.m3u8
王晶专场,http://45.192.97.170:8880/play/1570.m3u8
吴京专场,http://45.192.97.170:8880/play/1571.m3u8
洪金宝专场,http://45.192.97.170:8880/play/1572.m3u8
徐克专场,http://45.192.97.170:8880/play/1573.m3u8
徐峥专场,http://45.192.97.170:8880/play/1574.m3u8
邓超专场,http://45.192.97.170:8880/play/1575.m3u8
梁家辉专场,http://45.192.97.170:8880/play/1576.m3u8
张卫健专场,http://45.192.97.170:8880/play/1577.m3u8
王宝强专场,http://45.192.97.170:8880/play/1578.m3u8
陈小春专场,http://45.192.97.170:8880/play/1579.m3u8
郭富城专场,http://45.192.97.170:8880/play/1580.m3u8
吴镇宇专场,http://45.192.97.170:8880/play/1581.m3u8
陆小凤专场,http://45.192.97.170:8880/play/1582.m3u8
强森专场,http://45.192.97.170:8880/play/1583.m3u8
斯坦森专场,http://45.192.97.170:8880/play/1584.m3u8
马东锡专场,http://45.192.97.170:8880/play/1585.m3u8
灾难片系列,http://45.192.97.170:8880/play/1586.m3u8
贺岁片系列,http://45.192.97.170:8880/play/1587.m3u8
科幻片系列,http://45.192.97.170:8880/play/1588.m3u8
丧尸片系列,http://45.192.97.170:8880/play/1589.m3u8
怪兽片系列,http://45.192.97.170:8880/play/1590.m3u8
战争片系列,http://45.192.97.170:8880/play/1591.m3u8
硬汉片系列,http://45.192.97.170:8880/play/1592.m3u8
竞速片系列,http://45.192.97.170:8880/play/1593.m3u8
动作片系列,http://45.192.97.170:8880/play/1594.m3u8
爱情片系列,http://45.192.97.170:8880/play/1595.m3u8
犯罪片系列,http://45.192.97.170:8880/play/1596.m3u8
奇幻片系列,http://45.192.97.170:8880/play/1597.m3u8
冒险片系列,http://45.192.97.170:8880/play/1598.m3u8
盗墓片系列,http://45.192.97.170:8880/play/1599.m3u8
穿越片系列,http://45.192.97.170:8880/play/1600.m3u8
悬疑片系列,http://45.192.97.170:8880/play/1601.m3u8
喜剧片系列,http://45.192.97.170:8880/play/1602.m3u8
英雄片系列,http://45.192.97.170:8880/play/1603.m3u8
枪战片系列,http://45.192.97.170:8880/play/1604.m3u8
武侠片系列,http://45.192.97.170:8880/play/1605.m3u8
复仇片系列,http://45.192.97.170:8880/play/1606.m3u8
星球片系列,http://45.192.97.170:8880/play/1607.m3u8
校园片系列,http://45.192.97.170:8880/play/1608.m3u8
警匪片系列,http://45.192.97.170:8880/play/1609.m3u8
谍战片系列,http://45.192.97.170:8880/play/1610.m3u8
动画片系列,http://45.192.97.170:8880/play/1611.m3u8
恐怖片系列,http://45.192.97.170:8880/play/1612.m3u8
惊悚片系列,http://45.192.97.170:8880/play/1613.m3u8
僵尸片系列,http://45.192.97.170:8880/play/1614.m3u8
音乐片系列,http://45.192.97.170:8880/play/1615.m3u8
杀手片系列,http://45.192.97.170:8880/play/1616.m3u8
体育片系列,http://45.192.97.170:8880/play/1617.m3u8
西部片系列,http://45.192.97.170:8880/play/1618.m3u8
香港片系列,http://45.192.97.170:8880/play/1619.m3u8
印度片系列,http://45.192.97.170:8880/play/1620.m3u8
热门片系列,http://45.192.97.170:8880/play/1621.m3u8
高分片系列,http://45.192.97.170:8880/play/1622.m3u8
短片系列,http://45.192.97.170:8880/play/1623.m3u8
探案剧专区,http://45.192.97.170:8880/play/1624.m3u8
都市剧专区,http://45.192.97.170:8880/play/1625.m3u8
刑侦剧专区,http://45.192.97.170:8880/play/1626.m3u8
家庭剧专区,http://45.192.97.170:8880/play/1627.m3u8
经典剧专区,http://45.192.97.170:8880/play/1628.m3u8
怀旧剧专区,http://45.192.97.170:8880/play/1629.m3u8
僵尸剧专区,http://45.192.97.170:8880/play/1630.m3u8
抗战剧专区,http://45.192.97.170:8880/play/1631.m3u8
台湾剧专区,http://45.192.97.170:8880/play/1632.m3u8
韩国剧专区,http://45.192.97.170:8880/play/1633.m3u8
美国剧专区,http://45.192.97.170:8880/play/1634.m3u8
英国剧专区,http://45.192.97.170:8880/play/1635.m3u8
校园剧专区,http://45.192.97.170:8880/play/1636.m3u8
谍战剧专区,http://45.192.97.170:8880/play/1637.m3u8
古装剧专区,http://45.192.97.170:8880/play/1638.m3u8
乡村剧专区,http://45.192.97.170:8880/play/1639.m3u8
偶像剧专区,http://45.192.97.170:8880/play/1640.m3u8
爱情剧专区,http://45.192.97.170:8880/play/1641.m3u8
搞笑剧专区,http://45.192.97.170:8880/play/1642.m3u8
武侠剧专区,http://45.192.97.170:8880/play/1643.m3u8
穿越剧专区,http://45.192.97.170:8880/play/1644.m3u8
年代剧专区,http://45.192.97.170:8880/play/1645.m3u8
更新时间,#genre#
0916/9:32,http://45.192.97.170:8880/play/1646.m3u8
盲盒点歌1,http://45.192.97.170:8880/play/1647.m3u8
盲盒点歌2,http://45.192.97.170:8880/play/1648.m3u8
赛事回放,#genre#
[回放] 布卡拉曼加 vs 麦德林独立 2-2 [哥伦甲] 2026-09-18 08:00,http://45.192.97.170:8880/play/1649.m3u8
[回放] 飞翼 vs 火花 97-77 [WNBA] 2026-09-18 08:00,http://45.192.97.170:8880/play/1650.m3u8
[回放] 天空 vs 神秘人 80-110 [WNBA] 2026-09-18 08:00,http://45.192.97.170:8880/play/1651.m3u8
[回放] 梦想 vs 阳光 103-59 [WNBA] 2026-09-18 07:30,http://45.192.97.170:8880/play/1652.m3u8
[回放] 梦想 vs 阳光 103-59 [WNBA] 2026-09-18 07:30,http://45.192.97.170:8880/play/1653.m3u8
[回放] 皇家托马亚波 vs 东方石油 0-2 [玻利甲] 2026-09-18 06:00,http://45.192.97.170:8880/play/1654.m3u8
[回放] 维诺廷托FC vs 十月九日 1-0 [厄乙] 2026-09-18 04:15,http://45.192.97.170:8880/play/1655.m3u8
[回放] 马拉加 vs 比利亚雷亚尔 1-3 [西甲] 2026-09-18 03:30,http://45.192.97.170:8880/play/1656.m3u8
[回放] 马拉加 vs 比利亚雷亚尔 1-3 [西甲] 2026-09-18 03:30,http://45.192.97.170:8880/play/1657.m3u8
[回放] 马拉加 vs 比利亚雷亚尔 1-3 [西甲] 2026-09-18 03:30,http://45.192.97.170:8880/play/1658.m3u8
[回放] AFC温布尔登 vs 米尔顿凯恩斯 0-0 [英甲] 2026-09-18 03:00,http://45.192.97.170:8880/play/1659.m3u8
[回放] 比尔森 vs 圣吉罗斯 0-3 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1660.m3u8
[回放] 比尔森 vs 圣吉罗斯 0-3 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1661.m3u8
[回放] 比尔森 vs 圣吉罗斯 0-3 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1662.m3u8
[回放] 尤文 vs 奈梅亨 5-0 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1663.m3u8
[回放] 尤文 vs 奈梅亨 5-0 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1664.m3u8
[回放] 尤文 vs 奈梅亨 5-0 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1665.m3u8
[回放] 水晶宫 vs 波兹南莱赫 4-0 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1666.m3u8
[回放] 水晶宫 vs 波兹南莱赫 4-0 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1667.m3u8
[回放] 水晶宫 vs 波兹南莱赫 4-0 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1668.m3u8
[回放] 皇家社会 vs 伯恩茅斯 1-2 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1669.m3u8
[回放] 皇家社会 vs 伯恩茅斯 1-2 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1670.m3u8
[回放] 皇家社会 vs 伯恩茅斯 1-2 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1671.m3u8
[回放] 利勒斯特罗姆 vs 托伦斯 1-2 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1672.m3u8
[回放] 利勒斯特罗姆 vs 托伦斯 1-2 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1673.m3u8
[回放] 凯尔特人 vs 费伦茨瓦罗斯 1-3 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1674.m3u8
[回放] 凯尔特人 vs 费伦茨瓦罗斯 1-3 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1675.m3u8
[回放] 凯尔特人 vs 费伦茨瓦罗斯 1-3 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1676.m3u8
[回放] 贝西克塔斯 vs 马赛 4-1 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1677.m3u8
[回放] 贝西克塔斯 vs 马赛 4-1 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1678.m3u8
[回放] 贝西克塔斯 vs 马赛 4-1 [欧联杯] 2026-09-18 03:00,http://45.192.97.170:8880/play/1679.m3u8
[回放] 曼城 vs 诺维奇 5-0 [英联杯] 2026-09-18 02:30,http://45.192.97.170:8880/play/1680.m3u8
[回放] CD独立青年 vs 竞技足球会 1-1 [厄乙] 2026-09-18 02:00,http://45.192.97.170:8880/play/1681.m3u8
[回放] 扎瓦拉 vs 阿尔加拉夫 2-0 [伊拉超] 2026-09-18 02:00,http://45.192.97.170:8880/play/1682.m3u8
[回放] 潘切沃泽勒 vs 贝尔格莱德红星 1-2 [塞尔超] 2026-09-18 02:00,http://45.192.97.170:8880/play/1683.m3u8
[回放] 本菲卡 vs 维切塔 88-98 [篮冠联] 2026-09-18 02:00,http://45.192.97.170:8880/play/1684.m3u8
[回放] 马哈奇卡拉 vs 莫斯科中央陆军 1-3 [俄超] 2026-09-18 01:45,http://45.192.97.170:8880/play/1685.m3u8
[回放] 贾法拉 vs 卡尔堡斯 5-0 [瑞典乙] 2026-09-18 01:30,http://45.192.97.170:8880/play/1686.m3u8
[回放] 阿西里斯卡 vs 艾斯基斯杜拿 2-5 [瑞典乙] 2026-09-18 01:30,http://45.192.97.170:8880/play/1687.m3u8
[回放] 艾斯基斯迈 vs 特瓦克斯 4-2 [瑞典乙] 2026-09-18 01:00,http://45.192.97.170:8880/play/1688.m3u8
[回放] 曼彻斯特篮球 vs 卢戈 84-105 [篮冠联] 2026-09-17 21:30,http://45.192.97.170:8880/play/1689.m3u8
[回放] VEF里加 vs 华斯基 95-102 [篮冠联] 2026-09-17 19:15,http://45.192.97.170:8880/play/1690.m3u8
[回放] TSK乌拉尔 vs 托波尔斯克 103-98 [俄篮杯] 2026-09-17 18:30,http://45.192.97.170:8880/play/1691.m3u8
[回放] 日本女篮 vs 中国香港女篮 114-37 [亚运女篮] 2026-09-17 18:00,http://45.192.97.170:8880/play/1692.m3u8
[回放] 希姆基B队 vs 特维尔理工 75-80 [俄篮杯] 2026-09-17 16:00,http://45.192.97.170:8880/play/1693.m3u8
[回放] 乌拉尔马什B队 vs 叶尼塞B队 61-66 [俄篮杯] 2026-09-17 15:30,http://45.192.97.170:8880/play/1694.m3u8
[回放] 菲律宾女篮 vs 哈萨克斯坦女篮 86-58 [亚运女篮] 2026-09-17 15:00,http://45.192.97.170:8880/play/1695.m3u8
[回放] 印度尼西亚女篮 vs 泰国女篮 61-52 [亚运女篮] 2026-09-17 12:00,http://45.192.97.170:8880/play/1696.m3u8
[回放] 野狼 vs 蜜蜂 80-67 [墨联] 2026-09-17 10:00,http://45.192.97.170:8880/play/1697.m3u8
[回放] 淘金者 vs 圣徒 78-109 [墨联] 2026-09-17 10:00,http://45.192.97.170:8880/play/1698.m3u8
[回放] 金人 vs 热浪 97-86 [墨联] 2026-09-17 10:00,http://45.192.97.170:8880/play/1699.m3u8
[回放] 皇家部队 vs 矿工 87-84 [墨联] 2026-09-17 09:15,http://45.192.97.170:8880/play/1700.m3u8
[回放] 奥雷迪 vs 拉纳卡 95-87 [篮冠联] 2026-09-17 02:00,http://45.192.97.170:8880/play/1701.m3u8
[回放] 圣彼得堡泽尼特B队 vs 希姆基B队 72-73 [俄篮杯] 2026-09-16 19:30,http://45.192.97.170:8880/play/1702.m3u8
[回放] 莱维切 vs 沙龙维尔帕斯 87-90 [篮冠联] 2026-09-16 19:15,http://45.192.97.170:8880/play/1703.m3u8
[回放] 萨拉托夫B队 vs BC莫斯科 53-101 [俄篮杯] 2026-09-16 18:30,http://45.192.97.170:8880/play/1704.m3u8
篮球赛事,#genre#
风暴 vs 王牌|赛场原声,http://45.192.97.170:8880/play/1705.m3u8
风暴 vs 王牌|高清,http://45.192.97.170:8880/play/1706.m3u8
风暴 vs 王牌|海外,http://45.192.97.170:8880/play/1707.m3u8
风暴 vs 王牌|英文解说,http://45.192.97.170:8880/play/1708.m3u8
火焰 vs 水星|高清,http://45.192.97.170:8880/play/1709.m3u8
